id,age,lng,lat,city,ethnicity,language,gender,annhincome
5221809614,65-74,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"$25,001 - $50,000"
5221453710,35-44,-123.360693,44.539641,Philomath,White/Caucasian,English,Male,"$75,001 - $100,000"
5221424566,45-54,-123.255618,44.599994,North Corvallis,White/Caucasian,English,Male,"$50,001 - $75,000"
5221401282,45-54,-123.458215,44.544828,Benton County,Black or African American,English,Female,"Less than $25,000"
5221398758,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$75,001 - $100,000"
5221397460,25-34,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"Less than $25,000"
5221385039,25-34,-123.276327,44.570861,Corvallis,White/Caucasian,English,Not Specified,"$50,001 - $75,000"
5220903504,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5219576584,25-34,-123.276327,44.570861,Corvallis,Multi-ethnic/Mixed Race,English,Female,"$75,001 - $100,000"
5219438247,65-74,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"More than $100,000"
5217820110,65-74,-123.599136,44.381878,Alsea,White/Caucasian,English,male,"$25,001 - $50,000"
5215932310,25-34,-123.085385,44.627186,Albany,Other (please specify),Other (please specify),Female,"$75,001 - $100,000"
5215905434,55-64,-123.360693,44.539641,Philomath,White/Caucasian,English,Male,"$50,001 - $75,000"
5214921373,25-34,-123.276327,44.570861,Corvallis ,White/Caucasian,English,Female ,"$75,001 - $100,000"
5214887921,45-54,-123.458215,44.544828,Benton County,White/Caucasian,English,Female,"$75,001 - $100,000"
5204154234,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"More than $100,000"
5202485596,65-74,-123.458215,44.544828,Benton County,Other (please specify),English,Not Specified,"$50,001 - $75,000"
5200424708,45-54,-123.545603,44.545603,South Corvallis,White/Caucasian,English,Female,"Less than $25,000"
5200228211,65-74,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"More than $100,000"
5199991930,35-44,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"More than $100,000"
5199830310,45-54,-123.276327,44.570861,Corvallis,Multi-ethnic/Mixed Race,English,Female,"$25,001 - $50,000"
5194969444,18-24,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"Less than $25,000"
5193612632,65-74,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$75,001 - $100,000"
5192834396,18-24,-123.458215,44.544828,Benton County,White/Caucasian,English,Female,"More than $100,000"
5190830067,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"$50,001 - $75,000"
5190759222,45-54,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"More than $100,000"
5190414053,65-74,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"$25,001 - $50,000"
5189585871,55-64,-123.360693,44.539641,Philomath,White/Caucasian,English,Female,"$25,001 - $50,000"
5187773465,65-74,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"More than $100,000"
5187541846,55-64,-123.360693,44.539641,Philomath,White/Caucasian,English,Female,"More than $100,000"
5187407281,25-34,-123.458215,44.544828,Benton County,White/Caucasian,English,Female,"$25,001 - $50,000"
5187143984,25-34,-123.276327,44.570861,Corvallis,Multi-ethnic/Mixed Race,English,Not Specified,"$25,001 - $50,000"
5186100844,35-44,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$50,001 - $75,000"
5183940021,55-64,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"$50,001 - $75,000"
5181687457,65-74,-123.276327,44.570861,Corvallis,Multi-ethnic/Mixed Race,English,Female,"$50,001 - $75,000"
5177976206,18-24,-123.276327,44.570861,Corvallis,Asian-American/Asian/Pacific Islander,English,Male,"$50,001 - $75,000"
5174104659,75 or older,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5172363421,55-64,-123.458215,44.544828,Benton County,White/Caucasian,English,Female,"$25,001 - $50,000"
5172159538,35-44,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5172093379,55-64,-123.458215,44.544828,Benton County,White/Caucasian,English,Female,"More than $100,000"
5171550660,18-24,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"Less than $25,000"
5171404016,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"More than $100,000"
5171314348,18-24,-123.276327,44.570861,Corvallis ,White/Caucasian,English,Male,"Less than $25,000"
5171288084,45-54,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"$50,001 - $75,000"
5171111689,18-24,-123.276327,44.570861,Corvallis,Hispanic/Latino,English/Spanish,Male,"$50,001 - $75,000"
5171055008,18-24,-123.255618,44.599994,North Corvallis,White/Caucasian,English,Female,"Less than $25,000"
5170939211,35-44,-123.276327,44.570861,Corvallis,Multi-ethnic/Mixed Race,English,Female,"$75,001 - $100,000"
5170908148,18-24,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"Less than $25,000"
5170521755,18-24,-123.360693,44.539641,Philomath,White/Caucasian,English,Female,"$75,001 - $100,000"
5170510120,45-54,-123.458215,44.544828,Benton County,White/Caucasian,English,Male,"$25,001 - $50,000"
5169766884,35-44,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"$50,001 - $75,000"
5169759844,25-34,-123.122946,44.662729,North Albany,White/Caucasian,English,Not Specified,"Less than $25,000"
5169403652,18-24,-123.360693,44.539641,Philomath,White/Caucasian,English,Female,"Less than $25,000"
5169369304,55-64,-123.276327,44.570861,Corvallis,Other (please specify),English,Female,"$50,001 - $75,000"
5168245037,55-64,-123.360693,44.539641,Philomath,White/Caucasian,English,Female,"Less than $25,000"
5168117624,65-74,-123.255618,44.599994,North Corvallis,White/Caucasian,English,Male,"Less than $25,000"
5167582997,55-64,-123.299427,44.315459,Monroe ,White/Caucasian,English,Female ,"$25,001 - $50,000"
5167384035,25-34,-123.299427,44.315459,Monroe,White/Caucasian,English,Female,"Less than $25,000"
5166764135,35-44,-123.276327,44.570861,Corvallis,Multi-ethnic/Mixed Race,English,Male,"$75,001 - $100,000"
5166734764,45-54,-123.299427,44.315459,Monroe,Other (please specify),English,Not Specified,"$75,001 - $100,000"
5165707908,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5165634041,65-74,-123.458215,44.544828,Benton County,White/Caucasian,English,Female,"$25,001 - $50,000"
5165537862,35-44,-123.299427,44.315459,Monroe ,Multi-ethnic/Mixed Race,English,Female ,"$25,001 - $50,000"
5165395086,35-44,-123.299427,44.315459,Monroe,White/Caucasian,English,Female,"$75,001 - $100,000"
5165387870,35-44,-123.360087,44.330291,Alpine,White/Caucasian,English,Male,"$50,001 - $75,000"
5165374745,45-54,-123.360087,44.330291,Alpine ,White/Caucasian,English,Not Specified,"$25,001 - $50,000"
5165361141,45-54,-123.299427,44.315459,Monroe,Other (please specify),English,Male,"$25,001 - $50,000"
5165338502,35-44,-123.299427,44.315459,Monroe,White/Caucasian,English,Male,"Less than $25,000"
5165337458,25-34,-123.299427,44.315459,Monroe,White/Caucasian,English,Female,"$75,001 - $100,000"
5165311951,35-44,-123.299427,44.315459,Monroe,White/Caucasian,English,Male,"$75,001 - $100,000"
5165299745,25-34,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5165287160,55-64,-123.276327,44.570861,Corvallis,Hispanic/Latino,English,Female,"$25,001 - $50,000"
5165231827,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"More than $100,000"
5165229493,75 or older,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$75,001 - $100,000"
5165228182,45-54,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"More than $100,000"
5165214742,55-64,-123.299427,44.315459,Monroe,White/Caucasian,English,Female,"$50,001 - $75,000"
5163776600,55-64,-123.360693,44.539641,Philomath,White/Caucasian,English,Male,"More than $100,000"
5162688087,65-74,-123.276327,44.570861,Corvallis,Black or African American,English,Female,"Less than $25,000"
5162612989,25-34,-123.255618,44.599994,North Corvallis,White/Caucasian,English,Male,"Less than $25,000"
5162546919,45-54,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$50,001 - $75,000"
5162540155,45-54,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$75,001 - $100,000"
5160307445,55-64,-123.599136,44.381878,Alsea,White/Caucasian,English,Male,"$25,001 - $50,000"
5158790089,55-64,-123.545603,44.545603,South Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5158620182,45-54,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"More than $100,000"
5157820390,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5157209300,45-54,-123.085385,44.627186,Albany,White/Caucasian,English,Female,"$75,001 - $100,000"
5157051020,75 or older,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"$50,001 - $75,000"
5156505272,35-44,-123.122946,44.662729,North Albany,Multi-ethnic/Mixed Race,English,Female,"More than $100,000"
5156453112,55-64,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"More than $100,000"
5156414850,75 or older,-123.360693,44.539641,Philomath,White/Caucasian,English,Male,"$75,001 - $100,000"
5155438123,75 or older,-123.276327,44.570861,Corvallis,Asian-American/Asian/Pacific Islander,English,Female,"$25,001 - $50,000"
5155434541,55-64,-123.085385,44.627186,Albany,White/Caucasian,English,Female,"$50,001 - $75,000"
5155269521,65-74,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"$75,001 - $100,000"
5155226923,35-44,-123.122946,44.662729,North Albany,White/Caucasian,English,Female ,"More than $100,000"
5155187320,55-64,-123.122946,44.662729,North Albany,White/Caucasian,Philippines dialect,Male,"$50,001 - $75,000"
5155161698,65-74,-123.122946,44.662729,North Albany,American Indian/Native American,English,Female,"$25,001 - $50,000"
5155100522,35-44,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"$75,001 - $100,000"
5155085305,25-34,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"$50,001 - $75,000"
5155049887,45-54,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$50,001 - $75,000"
5155034971,25-34,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5153151245,55-64,-123.276327,44.570861,Corvallis ,Asian-American/Asian/Pacific Islander,English,Female,"$75,001 - $100,000"
5152778074,55-64,-123.255618,44.599994,North Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5151768073,65-74,-123.216955,44.671273,Adair Village,White/Caucasian,English,Female,"$50,001 - $75,000"
5151692464,75 or older,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"More than $100,000"
5151391444,35-44,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"$75,001 - $100,000"
5150434283,45-54,-123.122946,44.662729,North Albany,White/Caucasian,English,Male,"More than $100,000"
5146152598,55-64,-123.255618,44.599994,North Corvallis,White/Caucasian,English,Female,"$75,001 - $100,000"
5145911156,75 or older,-123.545603,44.545603,South Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5145649845,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5145327204,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"More than $100,000"
5145194276,65-74,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5142873936,35-44,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"$75,001 - $100,000"
5142467276,35-44,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"More than $100,000"
5142442596,45-54,-123.085385,44.627186,Albany,White/Caucasian,English,Female ,"More than $100,000"
5142279114,35-44,-123.458215,44.544828,Benton County,White/Caucasian,English,Female,"More than $100,000"
5142255128,35-44,-123.545603,44.545603,South Corvallis,Black or African American,English,Female,"$50,001 - $75,000"
5140847931,45-54,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"$50,001 - $75,000"
5139820790,35-44,-123.255618,44.599994,North Corvallis,White/Caucasian,English,Female ,"More than $100,000"
5139612860,45-54,-123.085385,44.627186,Albany,White/Caucasian,English,Male,"$75,001 - $100,000"
5139570303,35-44,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"$50,001 - $75,000"
5139558854,45-54,-123.122946,44.662729,North Albany,Other (please specify),English,Not Specified,"$50,001 - $75,000"
5137791254,35-44,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5136447260,35-44,-123.085385,44.627186,Albany ,White/Caucasian,English,Female,"$50,001 - $75,000"
5134700843,45-54,-123.276327,44.570861,Corvallis,Other (please specify),English,Female,"$50,001 - $75,000"
5131985278,45-54,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$75,001 - $100,000"
5131797576,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"More than $100,000"
5131466435,55-64,-123.438017,44.708414,Kings Valley,White/Caucasian,English,Female,"$50,001 - $75,000"
5131286777,65-74,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$75,001 - $100,000"
5131274180,45-54,-123.360693,44.539641,Philomath ,White/Caucasian,English,Female ,"$50,001 - $75,000"
5130268016,35-44,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"More than $100,000"
5129791106,25-34,-123.085385,44.627186,Albany,Other (please specify),English,Female,"$50,001 - $75,000"
5129546011,55-64,-123.255618,44.599994,North Corvallis,White/Caucasian,English,Not Specified,"$25,001 - $50,000"
5129394720,55-64,-123.239698,44.624987,Lewisburg,White/Caucasian,English,Male,"$75,001 - $100,000"
5128271858,65-74,-123.545603,44.545603,South Corvallis,White/Caucasian,English,Female,"More than $100,000"
5127819477,55-64,-123.085385,44.627186,Albany,White/Caucasian,English,Female,"$50,001 - $75,000"
5127800739,35-44,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female ,"$75,001 - $100,000"
5127776589,35-44,-123.276327,44.570861,Corvallis,American Indian/Native American,English,Male,"More than $100,000"
5127454273,35-44,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"$50,001 - $75,000"
5126110253,65-74,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$75,001 - $100,000"
5125819408,55-64,-123.276327,44.570861,Corvallis,Black or African American,English,Male,"More than $100,000"
5125734148,65-74,-123.122946,44.662729,North Albany,White/Caucasian,English,Male,"More than $100,000"
5125636952,45-54,-123.545603,44.545603,South Corvallis,Hispanic/Latino,English,Female ,"$75,001 - $100,000"
5125598207,55-64,-123.360693,44.539641,Philomath,White/Caucasian,English,Female,"More than $100,000"
5125585230,35-44,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$50,001 - $75,000"
5124619996,35-44,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5124478701,65-74,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"$25,001 - $50,000"
5124292226,45-54,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"$25,001 - $50,000"
5123611309,55-64,-123.360693,44.539641,Philomath,White/Caucasian,English,Male,"$75,001 - $100,000"
5123526277,55-64,-123.458215,44.544828,Benton County,White/Caucasian,English,Male,"$75,001 - $100,000"
5123193243,25-34,-123.360693,44.539641,Philomath,Other (please specify),English,Female,"$25,001 - $50,000"
5123167462,75 or older,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5123045196,25-34,-123.299427,44.315459,Monroe,White/Caucasian,English,Male,"$75,001 - $100,000"
5123044191,45-54,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$75,001 - $100,000"
5123027892,55-64,-123.122946,44.662729,North Albany,Multi-ethnic/Mixed Race,English,Male,"More than $100,000"
5122966073,25-34,-123.085385,44.627186,Albany,White/Caucasian,English,Female,"More than $100,000"
5122957808,35-44,-123.545603,44.545603,South Corvallis,White/Caucasian,English,Female,"$75,001 - $100,000"
5122949931,35-44,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"More than $100,000"
5122842212,35-44,-123.545603,44.545603,South Corvallis,White/Caucasian,English,Female,"$75,001 - $100,000"
5122800865,55-64,-123.545603,44.545603,South Corvallis,Other (please specify),English,Male,"$50,001 - $75,000"
5122580138,55-64,-123.360693,44.539641,Philomath,White/Caucasian,English,Female,"$25,001 - $50,000"
5122514609,18-24,-123.276327,44.570861,Corvallis,Hispanic/Latino,English,Male,"Less than $25,000"
5122379743,45-54,-123.122946,44.662729,North Albany,Other (please specify),English,Female,"More than $100,000"
5122301406,45-54,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"More than $100,000"
5122181322,35-44,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$75,001 - $100,000"
5121604150,55-64,-123.276327,44.570861,Corvallis ,White/Caucasian,English,Female ,"Less than $25,000"
5121568520,45-54,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"Less than $25,000"
5121511158,65-74,-123.458215,44.544828,Benton County,White/Caucasian,English,Female,"More than $100,000"
5121396177,18-24,-123.545603,44.545603,South Corvallis,Multi-ethnic/Mixed Race,English,Female,"Less than $25,000"
5121372094,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"More than $100,000"
5121342793,55-64,-123.255618,44.599994,North Corvallis,White/Caucasian,English,Female,"More than $100,000"
5121334807,35-44,-123.545603,44.545603,South Corvallis ,White/Caucasian,English,Female,"$25,001 - $50,000"
5121309848,25-34,-123.276327,44.570861,Corvallis,Hispanic/Latino,English/Spanish,Not Specified,"Less than $25,000"
5121285142,35-44,-123.360693,44.539641,Philomath,White/Caucasian,English,Female,"$75,001 - $100,000"
5121244341,65-74,-123.458215,44.544828,Benton County,White/Caucasian,English,Female,"$25,001 - $50,000"
5121235496,35-44,-123.276327,44.570861,Corvallis,Other (please specify),English,Female,"$50,001 - $75,000"
5121234176,45-54,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"$75,001 - $100,000"
5121223742,55-64,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"More than $100,000"
5121183447,45-54,-123.122946,44.662729,North Albany,White/Caucasian,English,Female,"$75,001 - $100,000"
5121183383,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"More than $100,000"
5121174255,45-54,-123.458215,44.544828,Benton County,White/Caucasian,English,Male,"$75,001 - $100,000"
5121161239,55-64,-123.085385,44.627186,Albany,American Indian/Native American,English,Female,"$75,001 - $100,000"
5121158426,45-54,-123.458215,44.544828,Benton County,White/Caucasian,English,Male,"More than $100,000"
5121158020,18-24,-123.255618,44.599994,North Corvallis,White/Caucasian,English,Female,"$50,001 - $75,000"
5120527022,25-34,-123.276327,44.570861,Corvallis,White/Caucasian,English,Male,"$25,001 - $50,000"
5119086027,35-44,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$50,001 - $75,000"
5118711846,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"More than $100,000"
5117473691,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$50,001 - $75,000"
5117213892,55-64,-123.276327,44.570861,Corvallis,Multi-ethnic/Mixed Race,English,Not Specified,"$25,001 - $50,000"
5116920066,45-54,-123.360693,44.539641,Philomath,White/Caucasian,English,Male ,"More than $100,000"
5116742839,55-64,-123.545603,44.545603,South Corvallis,White/Caucasian,English,Male ,"$75,001 - $100,000"
5115676838,55-64,-123.276327,44.570861,Corvallis,White/Caucasian,English,Female,"$25,001 - $50,000"
5115611919,65-74,-123.276327,44.570861,Corvallis,Multi-ethnic/Mixed Race,English,Male,"$75,001 - $100,000"
